Employee_No,year,month,SiteNo,Area,Earning,Deduction,Net_salary
347,2021,7,1.0,Colombo ,74824.86,2305.0,72519.86
347,2021,8,1.0,Colombo ,70713.62,2305.0,68408.62
347,2021,9,1.0,Colombo ,76819.9,2305.0,74514.9
347,2021,10,1.0,Colombo ,72651.66,2305.0,70346.66
347,2021,11,1.0,Colombo ,74076.7,2305.0,71771.7
347,2021,12,1.0,Colombo ,75590.82,2305.0,73285.82
347,2022,1,1.0,Colombo ,74611.1,2305.0,72306.1
347,2022,2,1.0,Colombo ,78886.22,2305.0,76581.22
347,2022,3,1.0,Colombo ,74432.96,2305.0,72127.96
347,2022,4,1.0,Colombo ,72651.66,2305.0,70346.66
347,2022,5,1.0,Colombo ,71850.08,2305.0,69545.08
347,2022,6,1.0,Colombo ,69890.66,2305.0,67585.66
347,2022,7,1.0,Colombo ,69267.2,2305.0,66962.2
347,2022,8,1.0,Colombo ,72918.86,2305.0,70613.86
347,2022,9,1.0,Colombo ,72384.48,2305.0,70079.48
347,2022,10,1.0,Colombo ,73987.64,2305.0,71682.64
347,2022,11,1.0,Colombo ,73186.06,2305.0,70881.06
347,2022,12,1.0,Colombo ,73097.0,3916.0,69181.0
348,2021,7,1.0,Colombo ,84346.2,2201.0,82145.2
348,2021,8,1.0,Colombo ,80743.2,2201.0,78542.2
348,2021,9,169.0,Mathara,126788.6,2201.0,124587.6
348,2021,10,194.1,Anuradhapura,148050.0,2201.0,145849.0
348,2021,11,1.0,Colombo ,103635.0,2201.0,101434.0
348,2021,12,1.0,Colombo ,148775.0,2201.0,146574.0
348,2022,1,1.0,Colombo ,183405.0,2201.0,181204.0
348,2022,2,1.0,Colombo ,134870.0,2201.0,132669.0
348,2022,3,1.0,Colombo ,139640.0,2201.0,137439.0
348,2022,4,1.0,Colombo ,109795.0,2201.0,107594.0
348,2022,5,1.0,Colombo ,112030.0,2201.0,109829.0
348,2022,6,1.0,Colombo ,118735.0,2201.0,116534.0
348,2022,7,1.0,Colombo ,72610.0,7201.0,65409.0
348,2022,8,1.0,Colombo ,135035.0,2201.0,132834.0
348,2022,9,1.0,Colombo ,128930.0,2201.0,126729.0
348,2022,10,1.0,Colombo ,157885.0,2201.0,155684.0
348,2022,11,1.0,Colombo ,95265.0,2201.0,93064.0
348,2022,12,1.0,Colombo ,150935.0,3707.2,147227.8
351,2021,7,1.0,Colombo ,109353.1,11913.0,97440.1
351,2021,8,1.0,Colombo ,106216.86,3113.0,103103.86
351,2021,10,1.0,Colombo ,109025.0,3113.0,105912.0
351,2021,11,1.0,Colombo ,104923.76,7299.08,97624.68
351,2021,12,1.0,Colombo ,107577.5,3866.42,103711.08
351,2022,1,1.0,Colombo ,104682.5,3113.0,101569.5
352,2021,7,187.0,Mulaithive,96828.12,2053.0,94775.12
352,2021,8,187.0,Mulaithive,91028.16,2053.0,88975.16
352,2021,10,187.0,Mulaithive,95845.8,2053.0,93792.8
352,2021,11,187.0,Mulaithive,82157.62,2053.0,80104.62
352,2021,12,187.0,Mulaithive,88857.56,2053.0,86804.56
352,2022,1,187.0,Mulaithive,76988.18,2053.0,74935.18
352,2022,2,187.0,Mulaithive,80699.82,5007.23,75692.59000000001
352,2022,3,187.0,Mulaithive,86856.92,3319.1,83537.81999999999
352,2022,4,187.0,Mulaithive,67234.34,2053.0,65181.34
352,2022,5,187.0,Mulaithive,60450.0,2053.0,58397.0
352,2022,6,187.0,Mulaithive,61929.86,8780.53,53149.33
352,2022,7,187.0,Mulaithive,58650.0,14266.97,44383.03
352,2022,8,187.0,Mulaithive,76888.82,7539.43,69349.39000000001
352,2022,9,187.0,Mulaithive,87711.45999999999,2475.0299999999997,85236.43
352,2022,10,187.0,Mulaithive,62700.0,3741.13,58958.87
352,2022,11,187.0,Mulaithive,63900.0,2053.0,61847.0
352,2022,12,187.0,Mulaithive,64350.0,2053.0,62297.0
354,2021,7,190.0,Anuradhapura,126868.0,2585.0,124283.0
354,2021,8,190.0,Anuradhapura,82392.0,2585.0,79807.0
354,2021,10,190.0,Anuradhapura,141300.0,2585.0,138715.0
354,2021,11,194.1,Anuradhapura,153790.62,4352.99,149437.63
354,2021,12,194.1,Anuradhapura,153212.5,7773.01,145439.49
354,2022,1,194.1,Anuradhapura,159571.88,3669.01,155902.87
354,2022,2,194.1,Anuradhapura,158993.76,4352.99,154640.77000000002
354,2022,3,194.1,Anuradhapura,135984.38,12560.99,123423.39
354,2022,4,194.1,Anuradhapura,147200.0,4352.99,142847.01
354,2022,5,194.1,Anuradhapura,171250.0,2985.0,168265.0
354,2022,6,194.1,Anuradhapura,127428.12,2985.0,124443.12
354,2022,7,194.1,Anuradhapura,103725.0,15981.01,87743.99
354,2022,8,194.1,Anuradhapura,161537.5,2985.0,158552.5
354,2022,9,194.1,Anuradhapura,146506.26,3669.01,142837.25
354,2022,10,194.1,Anuradhapura,162925.0,2985.0,159940.0
354,2022,11,194.1,Anuradhapura,163734.38,2985.0,160749.38
354,2022,12,194.1,Anuradhapura,146043.76,5037.0,141006.76
355,2021,7,199.1,Jaffna,363881.1,3489.0,360392.1
355,2021,8,199.1,Jaffna,378733.82,3489.0,375244.82
355,2021,10,199.1,Jaffna,372681.02,3489.0,369192.02
355,2021,11,199.1,Jaffna,366862.48,3489.0,363373.48
355,2021,12,199.1,Jaffna,364426.8,3489.0,360937.8
355,2022,1,199.1,Jaffna,379205.5,3489.0,375716.5
355,2022,2,199.1,Jaffna,377958.3,3489.0,374469.3
355,2022,3,199.1,Jaffna,386977.2,3489.0,383488.2
355,2022,4,199.1,Jaffna,351289.72,3489.0,347800.72
355,2022,5,199.1,Jaffna,396149.26,3489.0,392660.26
355,2022,6,199.1,Jaffna,369704.08,3489.0,366215.08
355,2022,7,199.1,Jaffna,379340.82,3489.0,375851.82
355,2022,8,199.1,Jaffna,362291.14,3489.0,358802.14
355,2022,9,199.1,Jaffna,378828.94,3489.0,375339.94
355,2022,10,199.1,Jaffna,376634.52,3489.0,373145.52
355,2022,11,199.1,Jaffna,372004.44,3489.0,368515.44
355,2022,12,199.1,Jaffna,380076.14,3489.0,376587.14
356,2021,7,1.0,Colombo ,110127.5,5303.0599999999995,104824.44
356,2021,8,1.0,Colombo ,110411.02,2545.0,107866.02
356,2021,9,1.0,Colombo ,111852.18,2545.0,109307.18
356,2021,10,1.0,Colombo ,115061.32,2545.0,112516.32
356,2021,11,1.0,Colombo ,113092.52,2545.0,110547.52
356,2021,12,1.0,Colombo ,118605.16,2545.0,116060.16
356,2022,1,1.0,Colombo ,118605.16,2545.0,116060.16
356,2022,2,1.0,Colombo ,136909.68,2545.0,134364.68
356,2022,3,1.0,Colombo ,144883.32,2545.0,142338.32
356,2022,4,1.0,Colombo ,135433.08000000002,2545.0,132888.08000000002
356,2022,5,1.0,Colombo ,134547.12,2545.0,132002.12
356,2022,6,1.0,Colombo ,135531.52000000002,2545.0,132986.52000000002
356,2022,7,1.0,Colombo ,130412.64,2545.0,127867.64
356,2022,8,1.0,Colombo ,135137.76,2545.0,132592.76
356,2022,9,1.0,Colombo ,137205.0,2545.0,134660.0
356,2022,10,1.0,Colombo ,133759.6,3433.0,130326.6
356,2022,11,1.0,Colombo ,128246.96,2545.0,125701.96
356,2022,12,1.0,Colombo ,131987.68,2545.0,129442.68
359,2021,7,179.1,Kandy,73267.74,2045.0,71222.74
359,2021,8,179.1,Kandy,67362.48,2045.0,65317.479999999996
359,2021,10,179.1,Kandy,79877.14,2045.0,77832.14
359,2021,11,179.1,Kandy,69192.92,4230.84,64962.08
359,2021,12,179.1,Kandy,71686.64,2919.34,68767.3
359,2022,1,179.1,Kandy,74526.42,6853.84,67672.58
361,2021,7,195.0,Kilinochchi,111961.48000000001,2141.0,109820.48000000001
361,2021,8,195.0,Kilinochchi,95957.64,2141.0,93816.64
361,2021,10,195.0,Kilinochchi,114309.1,2141.0,112168.1
361,2021,11,195.0,Kilinochchi,139262.5,8477.5,130785.0
361,2021,12,195.0,Kilinochchi,151918.76,2425.0,149493.76
361,2022,1,195.0,Kilinochchi,139543.76,7132.5,132411.26
361,2022,2,195.0,Kilinochchi,155575.0,2425.0,153150.0
361,2022,3,195.0,Kilinochchi,147887.5,2425.0,145462.5
361,2022,4,195.0,Kilinochchi,109293.76,15875.0,93418.76
361,2022,5,195.0,Kilinochchi,145262.5,7132.5,138130.0
361,2022,6,195.0,Kilinochchi,141700.0,2425.0,139275.0
361,2022,7,195.0,Kilinochchi,123262.5,9822.5,113440.0
361,2022,8,195.0,Kilinochchi,132700.0,4442.5,128257.5
361,2022,9,195.0,Kilinochchi,136075.0,4442.5,131632.5
361,2022,10,195.0,Kilinochchi,134481.26,4442.5,130038.76000000001
361,2022,11,195.0,Kilinochchi,130356.26000000001,5787.5,124568.76000000001
361,2022,12,195.0,Kilinochchi,128856.26000000001,6460.0,122396.26000000001
373,2021,7,1.0,Colombo ,93330.4,1421.0,91909.4
373,2021,8,1.0,Colombo ,66239.88,1421.0,64818.880000000005
373,2021,9,1.0,Colombo ,111805.34,1421.0,110384.34
373,2021,10,1.0,Colombo ,74065.86,1421.0,72644.86
373,2021,11,1.0,Colombo ,126399.42,1421.0,124978.42
373,2021,12,1.0,Colombo ,107658.2,2742.55,104915.65
373,2022,1,1.0,Colombo ,122819.08,1421.0,121398.08
373,2022,2,1.0,Colombo ,109021.28,1421.0,107600.28
373,2022,3,1.0,Colombo ,153875.0,1625.0,152250.0
373,2022,4,1.0,Colombo ,111500.0,1625.0,109875.0
373,2022,5,1.0,Colombo ,132387.5,2625.0,129762.5
373,2022,6,1.0,Colombo ,128112.5,2543.34,125569.16
373,2022,7,1.0,Colombo ,112137.5,7238.34,104899.16
373,2022,8,1.0,Colombo ,121562.5,3771.66,117790.84
373,2022,9,1.0,Colombo ,133650.0,3461.66,130188.34
373,2022,10,1.0,Colombo ,115087.5,10808.34,104279.16
373,2022,11,1.0,Colombo ,129612.5,4839.16,124773.34
373,2022,12,1.0,Colombo ,154937.5,1625.0,153312.5
376,2021,7,169.0,Mathara,126291.0,2009.0,124282.0
376,2021,8,169.0,Mathara,123276.4,2009.0,121267.4
376,2021,9,169.0,Mathara,121104.6,2009.0,119095.6
376,2021,10,169.0,Mathara,138105.0,2009.0,136096.0
376,2021,11,169.0,Mathara,119100.0,2009.0,117091.0
376,2021,12,169.0,Mathara,127982.5,2009.0,125973.5
376,2022,1,169.0,Mathara,129677.5,2009.0,127668.5
376,2022,2,169.0,Mathara,129222.5,2009.0,127213.5
376,2022,3,1.0,Colombo ,92875.0,2009.0,90866.0
376,2022,4,193.0,Mathale,119202.5,2009.0,117193.5
376,2022,5,193.0,Mathale,114392.5,2009.0,112383.5
376,2022,6,193.0,Mathale,97962.5,2009.0,95953.5
376,2022,7,193.0,Mathale,112037.5,2140.35,109897.15
376,2022,8,193.0,Mathale,124475.0,2009.0,122466.0
376,2022,9,193.0,Mathale,120485.0,2009.0,118476.0
376,2022,10,193.0,Mathale,129305.0,2009.0,127296.0
376,2022,11,193.0,Mathale,135102.5,2009.0,133093.5
376,2022,12,202.0,Anuradhapura,142290.0,2009.0,140281.0
377,2021,7,190.0,Anuradhapura,113982.36,1885.0,112097.36
377,2021,8,190.0,Anuradhapura,115219.74,1885.0,113334.74
377,2021,10,198.1,Badulla,122760.42,1885.0,120875.42
377,2021,11,198.1,Badulla,111824.64,3014.67,108809.97
377,2021,12,198.1,Badulla,116720.66,1885.0,114835.66
377,2022,1,198.1,Badulla,125425.2,3579.5,121845.7
377,2022,2,198.1,Badulla,114231.64,1885.0,112346.64
377,2022,3,198.1,Badulla,120508.1,1885.0,118623.1
377,2022,4,198.1,Badulla,109045.0,1885.0,107160.0
377,2022,5,198.1,Badulla,101470.12,5838.83,95631.29
377,2022,6,198.1,Badulla,90117.18,8098.17,82019.01
377,2022,7,198.1,Badulla,98350.64,6968.5,91382.14
377,2022,8,198.1,Badulla,93822.58,9227.83,84594.75
377,2022,9,198.1,Badulla,139177.97999999998,4144.33,135033.65
377,2022,10,198.1,Badulla,150409.06,1885.0,148524.06
377,2022,11,198.1,Badulla,148147.38,1885.0,146262.38
377,2022,12,198.1,Badulla,165394.76,1885.0,163509.76
380,2021,7,188.0,Polonnaruwa,86031.24,1477.0,84554.24
380,2021,8,188.0,Polonnaruwa,89368.64,1477.0,87891.64
380,2021,9,198.1,Badulla,77901.92,1477.0,76424.92
380,2021,10,198.1,Badulla,68656.56,1477.0,67179.56
380,2021,11,198.1,Badulla,75668.88,1477.0,74191.88
380,2021,12,198.1,Badulla,78107.84,1477.0,76630.84
380,2022,1,198.1,Badulla,83212.64,1477.0,81735.64
380,2022,2,198.1,Badulla,85991.92,1819.47,84172.45
380,2022,3,188.0,Polonnaruwa,84914.23999999999,1477.0,83437.23999999999
380,2022,4,188.0,Polonnaruwa,74442.0,2846.87,71595.13
380,2022,5,188.0,Polonnaruwa,49123.92,1452.0,47671.92
380,2022,6,188.0,Polonnaruwa,55533.28,1477.0,54056.28
380,2022,7,188.0,Polonnaruwa,49067.2,1452.0,47615.2
380,2022,8,188.0,Polonnaruwa,71358.16,1477.0,69881.16
380,2022,9,188.0,Polonnaruwa,63927.84,1477.0,62450.84
380,2022,10,188.0,Polonnaruwa,76803.28,1477.0,75326.28
380,2022,11,188.0,Polonnaruwa,73513.52,1477.0,72036.52
380,2022,12,188.0,Polonnaruwa,66253.36,1477.0,64776.36
381,2021,7,198.1,Badulla,154823.66,6938.29,147885.37
381,2021,8,198.1,Badulla,154262.34,2129.0,152133.34
381,2021,10,198.1,Badulla,169062.28,2129.0,166933.28
381,2021,11,198.1,Badulla,170841.7,6270.34,164571.36000000002
381,2021,12,198.1,Badulla,167336.3,9583.4,157752.9
381,2022,1,198.1,Badulla,176416.24,7926.86,168489.38
381,2022,2,198.1,Badulla,165610.3,4613.8,160996.5
381,2022,3,198.1,Badulla,163362.42,7926.86,155435.56000000003
381,2022,4,198.1,Badulla,150631.14,7098.6,143532.54
381,2022,5,198.1,Badulla,139839.58000000002,11239.94,128599.64000000001
381,2022,6,198.1,Badulla,129800.0,31093.34,98706.66
381,2022,7,198.1,Badulla,149365.44,7098.6,142266.84
381,2022,8,198.1,Badulla,133650.66,17866.059999999998,115784.6
381,2022,9,198.1,Badulla,170353.3,7926.86,162426.44
381,2022,10,198.1,Badulla,190481.68,4613.8,185867.88
381,2022,11,198.1,Badulla,187744.74,5442.0599999999995,182302.68
381,2022,12,198.1,Badulla,188517.3,12068.2,176449.09999999998
383,2021,7,199.1,Jaffna,94695.28,1437.0,93258.28
383,2021,8,199.1,Jaffna,93476.88,1437.0,92039.88
383,2021,10,199.1,Jaffna,93077.64,1437.0,91640.64
383,2021,11,199.1,Jaffna,95187.44,1437.0,93750.44
383,2021,12,199.1,Jaffna,90961.14,1437.0,89524.14
383,2022,1,199.1,Jaffna,101013.26000000001,1437.0,99576.26000000001
383,2022,2,199.1,Jaffna,93187.95999999999,1437.0,91750.95999999999
383,2022,3,199.1,Jaffna,94615.28,1437.0,93178.28
383,2022,4,199.1,Jaffna,80770.86,1437.0,79333.86
383,2022,5,199.1,Jaffna,97228.18,1437.0,95791.18
383,2022,6,199.1,Jaffna,91623.0,1437.0,90186.0
383,2022,7,199.1,Jaffna,93126.1,1437.0,91689.1
383,2022,8,199.1,Jaffna,94946.2,1437.0,93509.2
383,2022,9,199.1,Jaffna,86128.12,1437.0,84691.12
383,2022,10,199.1,Jaffna,96214.78,1437.0,94777.78
383,2022,11,199.1,Jaffna,93146.72,1437.0,91709.72
383,2022,12,199.1,Jaffna,92836.4,1437.0,91399.4
384,2021,7,169.0,Mathara,149358.26,2385.0,146973.26
384,2021,8,169.0,Mathara,127773.84,2385.0,125388.84
384,2021,10,169.0,Mathara,155149.52,2385.0,152764.52
384,2021,11,169.0,Mathara,177350.0,2825.0,174525.0
384,2021,12,169.0,Mathara,173959.38,2825.0,171134.38
384,2022,1,169.0,Mathara,170459.38,3774.99,166684.39
384,2022,2,169.0,Mathara,183475.0,2825.0,180650.0
384,2022,3,169.0,Mathara,165100.0,2825.0,162275.0
384,2022,4,169.0,Mathara,153928.12,2825.0,151103.12
384,2022,5,169.0,Mathara,158303.12,2825.0,155478.12
384,2022,6,169.0,Mathara,148584.38,2825.0,145759.38
384,2022,7,169.0,Mathara,149131.26,2825.0,146306.26
384,2022,8,169.0,Mathara,142568.76,2825.0,139743.76
384,2022,9,169.0,Mathara,137100.0,2825.0,134275.0
384,2022,10,169.0,Mathara,137100.0,2825.0,134275.0
384,2022,11,169.0,Mathara,136100.0,6624.99,129475.01
384,2022,12,169.0,Mathara,137100.0,2825.0,134275.0
385,2021,7,169.0,Mathara,133746.97999999998,2029.0,131717.97999999998
385,2021,8,169.0,Mathara,132607.22,2029.0,130578.22
385,2021,10,169.0,Mathara,156962.88,2029.0,154933.88
385,2021,11,169.0,Mathara,143663.88,2029.0,141634.88
385,2021,12,169.0,Mathara,145607.76,2029.0,143578.76
385,2022,1,169.0,Mathara,142872.47999999998,6028.67,136843.80999999997
385,2022,2,169.0,Mathara,136053.52000000002,2029.0,134024.52000000002
385,2022,3,169.0,Mathara,131748.12,6028.67,125719.45
385,2022,4,169.0,Mathara,124316.04,2828.93,121487.11
385,2022,5,169.0,Mathara,138088.8,2029.0,136059.8
385,2022,6,169.0,Mathara,127434.12,6028.67,121405.45
385,2022,7,169.0,Mathara,126990.68,10828.27,116162.40999999999
385,2022,8,169.0,Mathara,124068.08,5101.8,118966.28
385,2022,9,169.0,Mathara,121950.0,2029.0,119921.0
385,2022,10,169.0,Mathara,122050.0,2029.0,120021.0
385,2022,11,169.0,Mathara,121450.0,5228.73,116221.27
385,2022,12,169.0,Mathara,122050.0,2029.0,120021.0
389,2021,7,198.1,Badulla,47200.0,1376.0,45824.0
389,2021,8,201.0,Kandy,79826.76000000001,1401.0,78425.76000000001
389,2021,10,201.0,Kandy,84437.5,1401.0,83036.5
389,2021,11,201.0,Kandy,84410.0,1401.0,83009.0
389,2021,12,201.0,Kandy,81092.5,31401.0,49691.5
389,2022,1,201.0,Kandy,73410.0,1991.79,71418.21
389,2022,2,201.0,Kandy,79471.26000000001,1401.0,78070.26000000001
389,2022,3,201.0,Kandy,94646.26000000001,1401.0,93245.26000000001
389,2022,4,201.0,Kandy,64272.5,1401.0,62871.5
389,2022,5,201.0,Kandy,53803.76,6693.2,47110.560000000005
389,2022,6,201.0,Kandy,52468.76,5216.21,47252.55
389,2022,7,201.0,Kandy,41283.76,12896.6,28387.160000000003
389,2022,8,201.0,Kandy,42215.0,10238.0,31977.0
389,2022,9,201.0,Kandy,57257.5,1401.0,55856.5
389,2022,10,201.0,Kandy,57771.26,2287.2,55484.060000000005
389,2022,11,1.0,Colombo ,54803.76,4034.6,50769.16
389,2022,12,198.1,Badulla,71931.26,1401.0,70530.26
392,2021,7,189.0,Gampaha,98917.92,3818.8100000000004,95099.11
392,2021,8,189.0,Gampaha,98511.8,1677.0,96834.8
392,2021,10,189.0,Gampaha,114326.98000000001,1677.0,112649.98000000001
392,2021,11,189.0,Gampaha,112977.6,13631.4,99346.20000000001
392,2021,12,189.0,Gampaha,124205.82,3669.4,120536.42000000001
392,2022,1,189.0,Gampaha,124528.45999999999,7654.2,116874.26
392,2022,2,189.0,Gampaha,123237.86,7654.2,115583.66
392,2022,3,189.0,Gampaha,121108.38,5661.8,115446.58
392,2022,4,189.0,Gampaha,106976.3,4333.54,102642.76000000001
392,2022,5,189.0,Gampaha,93425.0,6990.0599999999995,86434.94
392,2022,6,189.0,Gampaha,94457.48,4333.54,90123.94
392,2022,7,189.0,Gampaha,93425.0,15623.8,77801.2
392,2022,8,189.0,Gampaha,93425.0,6325.9400000000005,87099.06
392,2022,9,189.0,Gampaha,93425.0,8982.46,84442.54000000001
392,2022,10,189.0,Gampaha,93425.0,1677.0,91748.0
392,2022,11,189.0,Gampaha,93425.0,4997.66,88427.34
392,2022,12,189.0,Gampaha,93425.0,15623.8,77801.2
393,2021,7,188.0,Polonnaruwa,348096.38,4905.0,343191.38
393,2021,8,188.0,Polonnaruwa,336314.62,4905.0,331409.62
393,2021,10,198.1,Badulla,211300.0,4905.0,206395.0
393,2021,11,198.1,Badulla,325560.0,7762.33,317797.67
393,2021,12,198.1,Badulla,331600.0,4905.0,326695.0
393,2022,1,198.1,Badulla,331600.0,9775.66,321824.34
393,2022,2,198.1,Badulla,331600.0,29258.34,302341.66
393,2022,3,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,4,188.0,Polonnaruwa,371866.68,4905.0,366961.68
393,2022,5,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,6,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,7,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,8,188.0,Polonnaruwa,331600.0,12211.0,319389.0
393,2022,9,188.0,Polonnaruwa,331600.0,9775.66,321824.34
393,2022,10,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,11,188.0,Polonnaruwa,331600.0,4905.0,326695.0
393,2022,12,188.0,Polonnaruwa,331600.0,4905.0,326695.0
394,2021,7,199.1,Jaffna,65590.06,1273.0,64317.06
394,2021,8,199.1,Jaffna,78545.76,1273.0,77272.76
394,2021,10,199.1,Jaffna,81012.5,1273.0,79739.5
394,2021,11,199.1,Jaffna,66270.0,1851.4,64418.6
394,2021,12,199.1,Jaffna,59980.0,8213.8,51766.2
396,2021,7,189.0,Gampaha,45726.88,3619.3500000000004,42107.53
396,2021,8,189.0,Gampaha,63505.619999999995,1225.0,62280.619999999995
396,2021,10,189.0,Gampaha,54693.759999999995,1225.0,53468.759999999995
396,2021,11,189.0,Gampaha,82693.76,1225.0,81468.76
396,2021,12,189.0,Gampaha,72818.76,7675.0,65143.759999999995
396,2022,1,189.0,Gampaha,86115.62,4425.0,81690.62
396,2022,2,189.0,Gampaha,66918.76000000001,9465.0,57453.76000000001
396,2022,3,189.0,Gampaha,84509.38,2085.0,82424.38
396,2022,4,189.0,Gampaha,64875.0,6385.0,58490.0
396,2022,5,189.0,Gampaha,75971.88,3375.0,72596.88
396,2022,6,189.0,Gampaha,60821.88,8080.0,52741.88
396,2022,7,189.0,Gampaha,58400.0,9800.0,48600.0
396,2022,8,189.0,Gampaha,60300.0,3375.0,56925.0
396,2022,9,193.0,Mathale,72090.62,5445.0,66645.62
396,2022,10,193.0,Mathale,81734.38,5725.0,76009.38
396,2022,11,193.0,Mathale,77543.76,5955.0,71588.76
396,2022,12,193.0,Mathale,80425.0,1225.0,79200.0
399,2021,7,199.1,Jaffna,119199.9,1565.0,117634.9
399,2021,8,199.1,Jaffna,99218.2,1565.0,97653.2
400,2021,7,199.1,Jaffna,119444.44,1541.0,117903.44
400,2021,8,199.1,Jaffna,121032.92,1541.0,119491.92
400,2021,10,199.1,Jaffna,116779.18,1541.0,115238.18
400,2021,11,199.1,Jaffna,115997.62,1541.0,114456.62
400,2021,12,199.1,Jaffna,116060.73999999999,1541.0,114519.73999999999
400,2022,1,199.1,Jaffna,122871.04000000001,1541.0,121330.04000000001
400,2022,2,199.1,Jaffna,117533.44,1541.0,115992.44
400,2022,3,199.1,Jaffna,119673.16,1541.0,118132.16
400,2022,4,199.1,Jaffna,108457.18,1541.0,106916.18
400,2022,5,199.1,Jaffna,126961.12,1541.0,125420.12
400,2022,6,199.1,Jaffna,113917.12,2405.47,111511.65
400,2022,7,199.1,Jaffna,118370.32,1664.55,116705.77
400,2022,8,199.1,Jaffna,117482.01999999999,1541.0,115941.01999999999
400,2022,9,199.1,Jaffna,120087.7,1541.0,118546.7
400,2022,10,199.1,Jaffna,120976.0,1541.0,119435.0
400,2022,11,199.1,Jaffna,119380.95999999999,1541.0,117839.95999999999
400,2022,12,199.1,Jaffna,118903.3,1541.0,117362.3
401,2021,7,182.0,Polonnaruwa,100313.26,1841.0,98472.26
401,2021,8,182.0,Polonnaruwa,119947.48000000001,1841.0,118106.48000000001
401,2021,10,182.0,Polonnaruwa,79223.92,1841.0,77382.92
401,2021,11,182.0,Polonnaruwa,139812.4,2853.81,136958.59
401,2021,12,182.0,Polonnaruwa,100229.0,6904.99,93324.01
401,2022,1,182.0,Polonnaruwa,118531.51999999999,1841.0,116690.51999999999
401,2022,2,182.0,Polonnaruwa,121298.18,1841.0,119457.18
401,2022,3,182.0,Polonnaruwa,113920.42,1841.0,112079.42
401,2022,4,182.0,Polonnaruwa,106968.3,1841.0,105127.3
401,2022,5,182.0,Polonnaruwa,102421.3,3866.59,98554.71
401,2022,6,182.0,Polonnaruwa,75400.0,1841.0,73559.0
401,2022,7,182.0,Polonnaruwa,91716.2,1841.0,89875.2
401,2022,8,182.0,Polonnaruwa,86821.34,1841.0,84980.34
401,2022,9,182.0,Polonnaruwa,87246.98,1841.0,85405.98
401,2022,10,182.0,Polonnaruwa,89729.88,1841.0,87888.88
401,2022,11,182.0,Polonnaruwa,88594.84,2853.81,85741.03
401,2022,12,182.0,Polonnaruwa,90581.16,1841.0,88740.16
404,2021,7,197.0,Badulla,276876.26,2425.0,274451.26
404,2021,10,197.0,Badulla,226500.0,2425.0,224075.0
404,2021,11,197.0,Badulla,226500.0,2425.0,224075.0
404,2021,12,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,1,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,2,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,3,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,4,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,5,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,6,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,7,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,8,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,9,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,10,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,11,197.0,Badulla,226500.0,2425.0,224075.0
404,2022,12,197.0,Badulla,226500.0,2425.0,224075.0
408,2021,7,198.1,Badulla,139525.0,1913.0,137612.0
408,2021,8,198.1,Badulla,134698.8,1913.0,132785.8
408,2021,10,198.1,Badulla,151103.76,1913.0,149190.76
408,2021,11,198.1,Badulla,167979.38,2313.0,165666.38
408,2021,12,198.1,Badulla,165566.26,2313.0,163253.26
408,2022,1,198.1,Badulla,180223.76,2313.0,177910.76
408,2022,2,198.1,Badulla,170124.38,2313.0,167811.38
408,2022,3,198.1,Badulla,178436.26,2313.0,176123.26
408,2022,4,198.1,Badulla,153500.62,2313.0,151187.62
408,2022,5,198.1,Badulla,162527.5,4948.6,157578.9
408,2022,6,198.1,Badulla,150015.0,2313.0,147702.0
408,2022,7,198.1,Badulla,161186.88,2313.0,158873.88
408,2022,8,198.1,Badulla,141613.76,14612.46,127001.30000000002
408,2022,9,198.1,Badulla,163063.76,2313.0,160750.76
408,2022,10,198.1,Badulla,161365.62,2313.0,159052.62
408,2022,11,198.1,Badulla,157969.38,2313.0,155656.38
408,2022,12,198.1,Badulla,165745.0,4070.06,161674.94
411,2021,7,199.1,Jaffna,78064.06,1389.0,76675.06
411,2021,8,199.1,Jaffna,85928.98000000001,1389.0,84539.98000000001
411,2021,10,199.1,Jaffna,80715.6,1389.0,79326.6
411,2021,11,199.1,Jaffna,115847.04,1389.0,114458.04
411,2021,12,199.1,Jaffna,80795.92,1389.0,79406.92
411,2022,1,199.1,Jaffna,86123.92,1389.0,84734.92
411,2022,2,199.1,Jaffna,81354.95999999999,1389.0,79965.95999999999
411,2022,3,199.1,Jaffna,90506.8,1389.0,89117.8
411,2022,4,199.1,Jaffna,74201.52,1389.0,72812.52
411,2022,5,199.1,Jaffna,94036.4,1389.0,92647.4
411,2022,6,199.1,Jaffna,81741.84,1389.0,80352.84
